Título do Livro,Autor,Quantidade de Páginas,Tempo de Leitura,Nota Média,Leram,Lendo,Querem,Relendo,Abandonos,Resenhas,Favoritos,Avaliaram
Um Gato de Rua Chamado Bob (Gato Bob #1) - Às vezes é preciso sete vidas para salvar uma,James Bowen,208 páginas,6h 56m,4.3,13093,567,6937,17,356,687,167,8724
"Um amor para Lady Johanna - Uma jovem viúva, um guerreiro sedutor e uma paixão avassaladora",Julie Garwood,400 páginas,13h 20m,4.3,4261,118,4641,12,92,336,659,3293
Ultra Carnem -,Cesar Bravo,384 páginas,12h 48m,4.1,2166,241,3909,1,68,337,240,1758
"Tudo Por Você (Rainhas do Romance #119) - All He Ever Needed (Kowalski Family, 4)",Shannon Stacey,288 páginas,9h 36m,3.8,91,2,74,0,0,9,2,58
Ética e sociologia da moral -,Émile Durkheim,96 páginas,3h 12m,3.7,37,9,91,0,2,1,0,20
Ética a Nicômaco -,Aristóteles,270 páginas,9h 0m,4.1,3254,537,3354,25,206,96,14,1617
Supernatural - Fogo Gelado,John Passarella,266 páginas,8h 52m,4.2,229,34,3298,0,11,12,28,142
Sully - O herói do rio Hudson,"Chesley ""Sully"" Sullenberger III , Jeffrey Zaslow",256 páginas,8h 32m,4.3,265,16,265,0,16,15,23,189
S.O.S. Amor - Para Apaixonadas (ou Desesperadas),Flavia Pavanelli,144 páginas,4h 48m,2.8,71,8,149,1,2,5,5,43
Sete Minutos Depois da Meia-Noite - Histórias são criaturas selvagens,Patrick Ness,160 páginas,5h 20m,4.4,11980,359,10729,30,96,1111,1225,9062
"Segredos da Realeza (Paixão Ardente #12) - (Os Principes de Petras, 2)","Maggie Cox, Maisey Yates",192 páginas,6h 24m,3.2,24,2,53,0,0,3,2,10
Rita Lee - Uma autobiografia,Rita Lee,296 páginas,9h 52m,4.5,16050,2597,13494,28,551,2143,1724,11559
Rio-Paris-Rio -,Luciana Hidalgo,160 páginas,5h 20m,3.7,133,3,121,0,8,21,7,98
Recomeços (Torn #2) -,K.A. Robinson,320 páginas,10h 40m,3.4,190,8,2055,1,5,7,9,117
Realidade Americana - Guia de sobrevivência de quem desbravou a terra do Tio Sam,Carlinhos Troll,144 páginas,4h 48m,3.9,84,10,676,0,4,6,8,48
Rainha de Katwe - A emocionante história da garota que conquistou o mundo do xadrez,Tim Crothers,232 páginas,7h 44m,4.1,762,57,762,0,37,54,53,523
Propósito - A coragem de ser quem somos,Sri Prem Baba,160 páginas,5h 20m,4,6542,843,6369,47,277,277,389,4010
Pokémon Extreme - Batalha épica no mundo de dentro,Venom Extreme,208 páginas,6h 56m,3.4,71,6,448,0,0,5,4,41
Perguntem a Sarah Gross -,João Pinto Coelho,384 páginas,12h 48m,4.1,114,20,1521,0,10,15,8,76
Ouse Crescer - Encontre sua voz e deixe sua marca no mundo,Tara Mohr,240 páginas,8h 0m,4,99,35,1172,0,13,8,8,62
Ousada Debutante (Historicos #174) - The Duke's Daring Debutante,Ann Lethbridge,288 páginas,9h 36m,3.4,38,1,62,0,1,5,4,26
Mergulhe na Magia: Os Bastidores de Animais Fantásticos e Onde Habitam -,Ian Nathan,128 páginas,4h 16m,4.2,617,20,659,0,13,27,66,414
O Som do Amor -,Jojo Moyes,304 páginas,10h 8m,3.6,5481,287,9634,5,352,325,242,3563
O Segredo da Dinamarca - Descubra como vivem as pessoas mais felizes do mundo,Helen Russell,368 páginas,12h 16m,4.2,2021,235,2378,3,100,192,130,1436
O Par Perfeito (A Pousada #3) -,Nora Roberts,320 páginas,10h 40m,4.3,2170,31,2664,3,14,130,190,1362
O lar da srta. Peregrine para crianças peculiares (O Lar da Srta. Peregrine para Crianças Peculiares #1) -,Ransom Riggs,352 páginas,11h 44m,4,119308,5305,67505,217,3657,3488,1051,54013
O Homem de São Petersburgo -,Ken Follett,336 páginas,11h 12m,4,2200,65,3002,2,26,180,66,1474
O Herói das Eras (Mistborn: Nascidos da Bruma #3) -,Brandon Sanderson,688 páginas,22h 56m,4.7,7388,502,8636,6,49,891,1650,5819
O Garoto dos Meus Sonhos -,Lucy Keating,264 páginas,8h 48m,3.7,3233,127,5515,5,167,277,201,2309
O Estranho Caso do Sono Perdido -,Miriam Leitão,36 páginas,1h 12m,4.3,87,3,134,1,2,9,5,60
O Diario de Maisa - Um ano inteiro comigo.,Maisa Silva,256 páginas,8h 32m,3.2,43,1,114,1,1,0,10,19
O cérebro adolescente - Guia de sobrevivência para criar  adolescentes e jovens adultos,"Amy Ellis Nutt, Dra. Frances E. Jensen",320 páginas,10h 40m,4,88,44,617,1,4,8,5,58
O Casamento (Diário de Uma Paixão #2) -,Nicholas Sparks,224 páginas,7h 28m,4.2,21101,538,12127,26,438,612,66,11185
O Óbvio que Ignoramos - Como simples atitudes podem fazer você obter sucesso em tudo que realiza,Jacob Petry,240 páginas,8h 0m,4.2,701,138,1446,4,24,49,9,449
"O Amor em Primeiro Lugar - O tempo é uma coisa complicada. Quando você quer aproveitar algo, o tempo passa voando. Quando você quer superar algo, ele se arrasta eternamente",Emily Giffin,352 páginas,11h 44m,3.7,1308,59,4708,1,46,99,48,900
O Advogado Rebelde (O Advogado Rebelde #1) -,John Grisham,400 páginas,13h 20m,3.7,665,79,2229,3,29,49,30,433
Novo dicionário de dúvidas da língua portuguesa -,Evanildo Bechara,312 páginas,10h 24m,3.9,8,3,34,0,0,0,0,7
Noiva misteriosa! & Caminhos do destino (Coleção Amores Memoráveis #01) -,Lynne Graham,320 páginas,10h 40m,3.2,59,1,34,1,1,8,1,39
"Não se enrola, não -",Isabela Freitas,224 páginas,7h 28m,4,14952,448,9443,37,207,365,751,8444
Manifesto do Partido Comunista -,Karl Marx,128 páginas,4h 16m,4.1,112,8,113,1,2,3,5,52
Orlando e Walt Disney Resort de bolso (Lonely Planet) -,Vários,176 páginas,5h 52m,4.3,9,5,676,0,0,0,1,3
Legados do Amor 2 (Jessica Minissérie #12) - Braceletes do amor & Pingentes da paixão,"Caitlin Crews, Rachael Thomas",320 páginas,10h 40m,3.5,28,0,53,0,0,0,1,17
J.R.R. Tolkien - O Senhor da Fantasia - Limited Edition,Michael White,258 páginas,8h 36m,4.3,2987,203,4404,9,44,134,208,2055
João Gordo: Viva la Vida Tosca -,André Barcinski,320 páginas,10h 40m,4.4,667,25,635,0,0,46,59,458
Histórias da Gente Brasileira (Império #2) -,Mary del Priore,520 páginas,17h 20m,4.3,282,61,2161,0,8,28,16,194
História da sua vida e outros contos -,Ted Chiang,368 páginas,12h 16m,4.2,1919,237,2268,5,73,185,186,1483
Gestapo - Mito e realidade da polícia secreta de Hitler,Frank McDonough,288 páginas,9h 36m,4,208,25,1667,1,12,14,10,147
Filhos do Éden (Capa Dura) - Universo Expandido,Eduardo Spohr,256 páginas,8h 32m,4.6,827,71,1717,0,10,16,122,524
Férias no Acampamento Pikachu (Histórias não oficiais para colecionadores de Pokémon #1) - Histórias não oficiais para colecionadores de Pokémon,Alex Polan,104 páginas,3h 28m,3.7,25,8,472,1,2,5,0,14
Fellside - Estranhos Visitantes,M. R. Carey,464 páginas,15h 28m,3.5,122,11,1205,0,15,13,4,91
"Farmácia literária - mais de 400 livros para curar males diversos, de depressão e dor de cabeça a coração partido","Susan Elderkin, Ella Berthoud",378 páginas,12h 36m,4.1,343,74,1345,0,29,32,45,261
Autobiografia de Um Místico Espiritualmente Incorreto -,Osho,352 páginas,11h 44m,4.2,146,10,128,0,3,10,10,108
Escândalo de Cetim (As Modistas #2) -,Loretta Chase,272 páginas,9h 4m,4.1,3809,49,3385,3,24,260,287,2597
"Enquanto houver champanhe, há esperança - Uma biografia de Zózimo Barrozo do Amaral",Joaquim Ferreira dos Santos,672 páginas,22h 24m,4.1,50,5,99,1,4,7,6,39
Emoções Secretas (Jessica #275) - Caminho para a felicidade & Cercados pelo desejo,Rachael Thomas,320 páginas,10h 40m,3.5,13,2,23,0,0,1,2,11
Em Um Bosque Muito Escuro -,Ruth Ware,288 páginas,9h 36m,3.5,1270,29,2739,1,17,154,30,970
Expert em Vinhos em 24 Horas -,Jancis Robinson,160 páginas,5h 20m,3.7,67,17,219,1,2,8,4,46
E Viveram Felizes Para Sempre (Os Bridgertons #9) -,Julia Quinn,256 páginas,8h 32m,4.3,48219,989,34524,28,337,3294,2437,25187
Dupla Exposição -,Paloma Vidal,104 páginas,3h 28m,3.9,2,2,2,0,0,3,0,9
Documentos Históricos do Brasil -,Mary del Priore,96 páginas,3h 12m,4.4,7,3,68,2,1,0,0,4
Discobiografia Legionária -,Chris Fuscaldo,216 páginas,7h 12m,4,229,12,890,0,1,23,11,167
Diário de Um Banana: Vai ou Racha (Diário de um Banana #11) -,Jeff Kinney,218 páginas,7h 16m,4,15721,204,5429,36,66,286,152,6542
Destino Imprevisto (Desejo #245) - Prontos para recomeçar & Uma família especial,Catherine Mann,320 páginas,10h 40m,3.5,35,1,33,0,0,2,3,23
Desperte A Diva Que Existe Em Você -,"Eduardo Camargo, Filipe Oliveira",336 páginas,11h 12m,3.6,44,9,1112,0,6,3,1,27
Boxe Obra poética de Fernando Pessoa -,Fernando Pessoa,896 páginas,1d 5h 52m,4.7,218,87,760,3,8,17,52,140
Born to Run - Autobiografia,Bruce Springsteen,496 páginas,16h 32m,4.3,247,33,1298,1,11,14,31,189
"Bom Dia, Verônica -",Andrea Killmore,256 páginas,8h 32m,4.1,25654,1273,21551,19,484,4298,667,19878
Colecionadores de Histórias -,Rogério Feltrin,192 páginas,6h 24m,4.7,238,13,108,0,1,18,36,171
Atlas das terras de gelo e fogo - Mapas completos de Westeros e para além do Mar Estreito,George R. R. Martin,1 páginas,2m,4.8,270,19,410,2,2,4,49,171
Assombro -,Chuck Palahniuk,512 páginas,17h 4m,3.7,1569,182,3721,6,165,99,77,1047
As Cores do Natal - Celebrando as Festas com mais Alegria,Johanna Basford,80 páginas,2h 40m,4.6,33,6,100,0,1,1,5,21
As Cordas Mágicas -,Mitch Albom,352 páginas,11h 44m,4.5,512,32,1889,1,10,80,123,398
As 100 Piores Ideias da História - As piores sacadas da humanidade que se transformaram nas melhores roubadas,"Michael N. Smith , Eric Kasum",256 páginas,8h 32m,3,626,50,2276,0,34,90,8,456
Animais Fantásticos E Onde Habitam - Guia do Mundo Mágico do Filme,Michael Kogge,96 páginas,3h 12m,3.7,700,8,402,1,4,47,35,478
Animais Fantásticos E Onde Habitam - Guia dos Personagens,Michael Kogge,144 páginas,4h 48m,3.9,1019,16,539,1,3,62,51,683
"Altos e Baixos (Paixão Audácia #12) - (Os irmãos Fonseca, 2)",Abby Green,192 páginas,6h 24m,3.3,6,0,32,1,0,3,1,15
Alien (Trilogia Alien #2) - Mar de Angústia,James A. Moore,320 páginas,10h 40m,3.8,700,42,2413,0,13,68,37,533
Acordo Inacabado (Paixão Glamour #12) -,Cathy Williams,192 páginas,6h 24m,3.6,31,1,46,0,0,1,1,14
A Química -,Stephenie Meyer,496 páginas,16h 32m,3.8,3910,317,8244,5,420,295,317,2885
"A Menina dos Olhos Molhados - ""É a segunda vez na vida que encontro uma garota com esse tipo de olhar.""",Marina Carvalho,296 páginas,9h 52m,3.9,1948,65,4953,3,36,104,176,1343
"A Maleta de Criaturas - Explore A Magia do Filme ""Animais Fantásticos e Onde Habitam""","Mark Salisbury, MinaLima",192 páginas,6h 24m,4.6,772,35,910,1,13,23,168,506
A História Das Camisas Dos 12 Maiores Times do Brasil - 2009 a 2016,"Rodolfo Rodriguez, Mauricio Rito",192 páginas,6h 24m,4.8,4,0,7,0,0,0,1,2
A Força Boa Do Lado Obscuro - O Aspecto Positivo das Emoções Negativas,"Todd B. Kashdan, Robert Biswas-Diener",304 páginas,10h 8m,3.8,48,11,124,0,7,9,2,39
A Cidade dos Espelhos (A Passagem #3) -,Justin Cronin,688 páginas,22h 56m,4.3,1225,67,3341,1,16,101,192,896
A Chave de Bronze (Magisterium #3) -,"Cassandra Clare, Holly Black",272 páginas,9h 4m,4.2,5747,165,6304,5,38,546,285,3913
A Arte Da Guerra - O tratado militar mais antigo do mundo,Sun Tzu,196 páginas,6h 32m,3.8,66160,3702,22213,296,2562,2532,0,38581
Estragos -,Fernanda Young,216 páginas,7h 12m,3.7,181,13,1292,2,6,20,9,122
Em Busca de Jigglypuff -,Alex Polan,112 páginas,3h 44m,3.8,9,4,527,1,1,0,1,7
A Escova de Dentes Azul -,Marcos Mion,48 páginas,1h 36m,4.3,125,27,516,4,1,17,5,72
"A República da Propina - Uma ficção sobre como políticos, empresários e cidadãos - Não olhe para o lado! - Fazem das eleições brasileiras uma piada de mau gosto",Márlon Reis,176 páginas,5h 52m,3.9,70,3,80,0,0,9,3,52
Como o Segredo Mudou Minha Vida -,Rhonda Byrne,272 páginas,9h 4m,4.1,209,30,1137,1,8,15,21,125
A marca da vitória - A autobiografia do criador da Nike,Phil Knight,384 páginas,12h 48m,4.4,3715,440,4950,5,98,355,200,2579
Dicas Para Jogadores de Pokémon Go -,Justin Ryan,96 páginas,3h 12m,5,7,1,400,1,2,0,0,2
Atenção plena em poucas palavras -,Patrizia Collard,96 páginas,3h 12m,3.8,90,17,953,1,6,12,5,53
Flor do Dia - Mensagens de amor e autoconhecimento,Sri Prem Baba,152 páginas,5h 4m,4.3,231,35,1211,2,4,18,20,151
Em Busca de Catia -,"Catia Fonseca, Ricardo Sil",224 páginas,7h 28m,2.9,11,0,23,0,1,2,0,6
"Entrando no Clima - Chuva, chuvica, chuvarada e outras meterologices",Maju Coutinho,208 páginas,6h 56m,4.1,62,11,666,0,6,4,5,38
A Compacta História da Segunda Guerra -,"A. A. Evans, David Gibbons",272 páginas,9h 4m,3.9,57,8,324,1,1,3,4,36
À sombra do poder - Os bastidores da crise que derrubou Dilma Rousseff,Rodrigo de Almeida,224 páginas,7h 28m,3.9,161,19,1939,0,7,12,8,98
À Primeira Vista (Jeremy Marsh & Lexie Darnell #2) - Será que de fato é possível amar alguém à primeira vista?,Nicholas Sparks,256 páginas,8h 32m,3.8,19096,538,11909,19,504,492,52,9801
Zika - A Epidemia Emergente,Donald G. McNeil Jr.,224 páginas,7h 28m,3.8,13,4,48,0,0,0,2,22
Vivienne Westwood - Vivienne Westwood e Ian Kelly,"Vivienne Westwood, Ian Kelly",496 páginas,16h 32m,4.3,115,50,440,0,11,7,10,79
"União Entre Inimigos (Harlequin Históricos #173) - Her Enemy Highlander (Love and Legends, #2)",Nicole Locke,269 páginas,8h 58m,3.8,31,1,68,0,0,2,5,21
Uma noite na praia -,Elena Ferrante,40 páginas,1h 20m,3.7,1456,10,1103,0,1,184,28,1087
Uma Fada Veio Me Visitar -,Thalita Rebouças,144 páginas,4h 48m,3.8,5343,44,768,8,60,141,6,2773
Um Oásis Para o Desejo (Paixão Glamour #11) -,Tara Pammi,192 páginas,6h 24m,3.8,20,0,22,0,0,1,2,11
Tony & Susan -,Austin Wright,334 páginas,11h 8m,3.3,1541,98,2020,1,140,121,2,1160
Todo Mundo Vê Formigas -,A.S. King,240 páginas,8h 0m,3.8,1042,44,1215,2,51,108,95,834
Todo mundo tem um anjo da guarda -,Pedro Siqueira,160 páginas,5h 20m,4.2,1640,137,1753,9,32,104,122,1095
The Heart of Betrayal (Crônicas de Amor e Ódio #2) -,Mary E. Pearson,402 páginas,13h 24m,4.3,25387,1204,27839,23,641,2031,2893,16818
Sway -,Kat Spears,256 páginas,8h 32m,3.5,806,21,1083,0,38,101,43,600
Sou Luna - O Início do Verão,Paco Jimenéz,128 páginas,4h 16m,3.5,371,15,1046,1,13,14,10,200
Sociedade da Rosa (Jovens de Elite #2) -,Marie Lu,336 páginas,11h 12m,4.1,4045,152,3749,8,149,366,316,3039
Sissi - A Imperatriz Solitária,Allison Pataki,416 páginas,13h 52m,4,371,42,595,0,26,40,34,276
Sing - Uma canção sobre o amor,Vivi Greene,272 páginas,9h 4m,3.6,1042,33,601,1,39,125,33,801
Roma Para Sempre (Amores Proibidos) -,Sayonara Salvioli,152 páginas,5h 4m,3.3,1,2,22,0,0,2,0,10
Rogéria. Uma Mulher e Mais Um Pouco -,Márcio Paschoal,272 páginas,9h 4m,3.9,124,10,339,0,1,7,5,93
Quietinho Feito Um Sapo - Exercícios de meditação para crianças (e seus pais),Eline Snell,128 páginas,4h 16m,4.3,155,30,333,2,0,12,8,109
Quatro vidas de um cachorro - Todo cachorro existe por uma razão,W. Bruce Cameron,288 páginas,9h 36m,4.4,15192,816,5968,41,734,757,1483,10141
"Promessas do Prazer (Paixão Ardente #11) - (Os Príncipes de Petras, #1)",Maisey Yates,161 páginas,5h 22m,3.1,21,2,20,0,0,1,0,11
Pequeno Segredo - Um amor maior que a vida,Heloisa Schurmann,192 páginas,6h 24m,4.3,243,4,117,1,3,33,17,172
Onde Nascem os Gênios - Eles vieram ao mundo para mudar tudo,Eric Weiner,352 páginas,11h 44m,4.2,503,109,1578,0,37,45,59,378
O Rei Corvo (A Saga Dos Corvos #4) -,Maggie Stiefvater,378 páginas,12h 36m,4.1,10430,405,8955,22,139,1286,1143,8001
O punhal -,Jorge Fernández Díaz,384 páginas,12h 48m,3.4,36,6,647,0,14,4,1,29
O Primeiro Dia do Resto da Nossa Vida -,Kate Eberlen,432 páginas,14h 24m,3.8,2112,91,4551,1,88,268,143,1570
O Poder da Presença -,Amy Cuddy,256 páginas,8h 32m,4.1,516,187,2329,1,47,65,40,333
O Oráculo do Templo da Selva (O Mistério de Herobrine #Vol. 2) - Uma aventura não oficial de Minecraft,Mark Cheverton,272 páginas,9h 4m,4.4,20,0,18,1,1,3,1,6
O Martelo de Thor (Magnus Chase e os Deuses de Asgard #2) -,Rick Riordan,400 páginas,13h 20m,4.4,19801,680,12010,36,210,1086,1285,12507
O Livro das Coisas Estranhas -,Michel Faber,528 páginas,17h 36m,3.4,71,3,423,0,13,10,8,61
O império do oprimido -,Guilherme Fiuza,352 páginas,11h 44m,3.4,177,18,1037,0,13,19,8,131
O hotel na Place Vendôme -,Tilar J. Mazzeo,288 páginas,9h 36m,3.9,153,21,294,0,16,11,5,116
O Homem mais inteligente da História -,Augusto Cury,272 páginas,9h 4m,4.2,9567,1152,7684,36,345,406,588,6054
O guia essencial do vinho: Wine Folly -,"Madeline Puckette, Justin Hammack",240 páginas,8h 0m,4.3,359,86,642,0,6,23,18,212
O código da febre (Maze Runner #0.5) -,James Dashner,370 páginas,12h 20m,4.2,5219,213,8484,11,101,428,387,3324
O Código Da Vinci - Edição especial para jovens,Dan Brown,312 páginas,10h 24m,4.1,343584,5711,116583,275,6344,3431,182,102239
O Caso da Menina Sonhadora -,Daniel Martins de Barros,88 páginas,2h 56m,3.7,64,9,55,3,2,10,1,39
O Bosque Subterrâneo (Crônicas de Wildwood #2) -,Colin Meloy,432 páginas,14h 24m,4.1,109,18,2303,0,8,16,13,80
O Bebê De Bridget Jones (Bridget Jones #04) - Os Diários,Helen Fielding,240 páginas,8h 0m,4,544,13,697,1,4,58,46,366
Nutrindo Seus Sentidos - Receitas ayurvédicas para encontrar o equilíbrio,Laura Pires,216 páginas,7h 12m,4.2,176,31,359,0,4,17,3,121
Noite feliz -,Maísa Zakzuk,48 páginas,1h 36m,0,3,0,1,0,0,1,0,0
No Limite da Loucura (Madness Underneath) (Sombras de Londres #2) -,Maureen Johnson,304 páginas,10h 8m,3.8,281,5,352,0,6,31,14,209
Negociando o amor (Paixão #479) -,Cathy Williams,192 páginas,6h 24m,3.7,10,2,16,0,0,0,1,13
Mentiras e Verdades (Paixão Audácia #11) - (Os irmãos Fonseca 1/2),Abby Green,192 páginas,6h 24m,3.9,4,0,17,1,0,2,0,17
Melhor e Mais Rápido - O caminho inovador para ideias imbatíveis,Jeremy Gutsche,240 páginas,8h 0m,3.5,3,0,26,0,0,1,0,2
Mas Você Vai Sozinha? - Histórias de uma mulher viajando o mundo,Gaía Passarelli,176 páginas,5h 52m,3.6,544,22,1094,2,23,35,24,367
Marley & Eu - Edição comemorativa,John Grogan,304 páginas,10h 8m,4.3,217765,1701,59230,161,4013,2005,67,58990
MacBeth (Mangá Shakespeare) -,William Shakespeare,216 páginas,7h 12m,3.9,38,1,29,0,0,4,0,27
"Ligeiramente Pecaminosos (Os Bedwyns #5) - No início era apenas uma farsa divertida, mas se tornou uma atração inegável",Mary Balogh,272 páginas,9h 4m,4.2,5492,55,3141,1,35,302,380,3646
"Leis da Atração (Rainhas do Romance #118) - The Laws of Attraction (Irmãs Rose Cottage, #3)",Sherryl Woods,288 páginas,9h 36m,3.8,35,2,39,4,2,2,2,38
Legado de Amor I (Jessica Minissérie #11) - Colar da inocência & Caixa de emoções,Carol Marinelli,320 páginas,10h 40m,3.8,14,1,28,0,0,0,0,7
Kiro e Emily (Rosemary Beach #9.5) - eBook,Abbi Glines,117 páginas,3h 54m,3.8,2959,25,942,0,22,168,245,1920
João Sendo João - Meu mundo,João Guilherme,192 páginas,6h 24m,3.1,745,26,622,5,18,18,36,384
Imperfeitos (Flawed #1) -,Cecelia Ahern,320 páginas,10h 40m,4.2,3154,116,3866,7,114,334,350,2347
Heróis da internet - A ameaça de patrono,Renan Carvalho,192 páginas,6h 24m,3.8,85,6,317,0,12,8,9,61
Harry Potter E A Criança Amaldiçoada (Brochura) -,"J.K. Rowling, Jack Thorne & John Tiffany",352 páginas,11h 44m,3.2,105281,2155,49660,117,2818,3762,757,46853
Harry Potter - O Livro dos Artefatos Mágicos -,Jody Revenson,208 páginas,6h 56m,4.5,438,19,1220,1,3,16,72,270
Grandes Obras de Dostoiévski (Box Nova Fronteira #2 Volumes) - Crime e Castigo & Os Irmãos Karamázov,Fiódor Dostoiévski,1600 páginas,2d 5h 20m,4.6,96,61,379,0,8,9,10,58
Flertando com a paixão (Paixão Especial #04) - Destino selado & Rebelde e selvagem,"Anna Cleary, Heidi Rice",320 páginas,10h 40m,3.3,10,1,14,0,0,0,0,7
Eu Fico Loko 3 - O livro secreto dos bastidores,Christian Figueiredo,160 páginas,5h 20m,3.4,959,15,654,3,18,21,23,495
Encontros Inesperados (Desejo #247) - Segredos do deserto & Doces sentimentos,Kristi Gold,320 páginas,10h 40m,3.4,4,1,26,0,0,0,2,12
Ed & Lorraine Warren (Arquivos Sobrenaturais #1) - Demonologistas,"Ed Warren, Gerald Brittle",272 páginas,9h 4m,4.1,10702,2102,11100,28,757,1109,832,7686
Filha das Trevas (Deuses e Monstros #1) -,Kelly Keaton,288 páginas,9h 36m,3.6,197,8,1781,0,9,20,17,149
Deuses americanos - Edição preferida do autor,Neil Gaiman,576 páginas,19h 12m,4.1,26553,2925,26709,62,1513,1110,1410,16105
Descobrindo a Felicidade (Jessica #274) - Amor imperfeito & Revelando o coração,"Kate Hewitt, Rachael Thomas",320 páginas,10h 40m,3.4,18,1,36,0,0,0,0,15
Depois Daquela Montanha -,Charles Martin,304 páginas,10h 8m,4.3,2403,81,3629,1,54,242,294,1824
Dartana -,André Vianco,784 páginas,1d 2h 8m,4.2,375,51,1384,2,24,44,50,282
A Mente de Stephen Hawking -,"Daniel Smith, Stephen Hawking",240 páginas,8h 0m,4.1,185,19,3194,2,7,14,9,103
Correr ou morrer (Maze Runner #1) -,James Dashner,426 páginas,14h 12m,4.3,71941,3316,46697,137,1548,2554,80,36057
Como matar a borboleta-azul - Uma crônica da era Dilma,Monica de Bolle,272 páginas,9h 4m,3.6,361,71,787,0,38,37,9,262
Boo - Minha Vida Após A Morte,Neil Smith,336 páginas,11h 12m,4.1,625,35,1588,2,49,59,88,498
Bela Chama (Irmãos Maddox #4) -,Jamie McGuire,336 páginas,11h 12m,4.1,7317,85,2863,6,58,177,643,4373
O Tempo das Borboletas -,Andrea Portes,288 páginas,9h 36m,3.5,588,29,453,2,51,75,27,449
Asylum (Asylum #1) -,Madeleine Roux,336 páginas,11h 12m,3.7,5058,200,6456,14,186,317,17,3468
Revolta em Nova York -,Matthew J. Kirby,252 páginas,8h 24m,3.8,197,12,364,0,9,19,12,139
As Grandes Mentiras Sobre A Igreja Católica - Desvende os mitos sobre o catolicismo,"Alexandre Varela, Viviane Varela",224 páginas,7h 28m,4.2,488,84,905,2,15,42,30,351
As Aventuras de Wonder Woman na Super Hero High (DC Super Hero Girls #1) -,Lisa Yee,256 páginas,8h 32m,4,85,5,453,0,5,11,6,64
Animais Fantásticos e Onde Habitam - Personagens e Lugares Mágicos - Livro de colorir,HarperCollins,80 páginas,2h 40m,4.6,32,3,72,0,1,0,3,13
